premise,hypothesis,label
"Origin: Mumbai, US",This example is about TotalWeight,contradiction
"Origin: New York, AE",This example is about Origin,entailment
Shipment Status: Out for delivery at 2024-01-07 18:57:48,This example is about Timestamp,entailment
"Destination: New York, IN",This example is about Destination,entailment
"Destination: Sydney, AE",This example is about Destination,entailment
Scheduled DateAndTimes: 2024-08-01 22:02:06,This example is about TotalVolume,contradiction
Shipment Status: In transit at 2023-06-15 22:08:11,This example is about Timestamp,entailment
Shipment Status: Delivered at 2024-07-07 22:54:25,This example is about Timestamp,entailment
Number of Packages: 3,This example is about TotalPackages,entailment
"Destination: New York, CN",This example is about Destination,entailment
Package Weight: 13.37 KG,This example is about TotalPackages,contradiction
Package Volume: 0.464 m³,This example is about TotalVolume,entailment
Number of Packages: 1,This example is about DateAndTimes,contradiction
Package Weight: 16.78 KG,This example is about TotalPackages,contradiction
Package Volume: 0.089 m³,This example is about DateAndTimes,contradiction
Package Weight: 50.08 KG,This example is about TotalVolume,contradiction
Package Volume: 0.631 m³,This example is about TotalVolume,entailment
Package Volume: 0.729 m³,This example is about HousebillNumber,contradiction
Shipment Status: Arrived at facility at 2024-05-23 20:38:20,This example is about Timestamp,entailment
Service Type: 2nd Day Air,This example is about Timestamp,contradiction
Shipment ID: UPS214255927641,This example is about HousebillNumber,entailment
Number of Packages: 1,This example is about TotalWeight,contradiction
Package Weight: 17.42 KG,This example is about Destination,contradiction
"Origin: Tokyo, JP",This example is about DateAndTimes,contradiction
Package Weight: 43.86 KG,This example is about Destination,contradiction
Package Volume: 0.574 m³,This example is about TotalVolume,entailment
"Destination: Dubai, JP",This example is about Destination,entailment
"Destination: Beijing, CN",This example is about Destination,entailment
"Origin: Tokyo, AE",This example is about Origin,entailment
Shipment ID: UPS373796439867,This example is about HousebillNumber,entailment
Service Type: 2nd Day Air,This example is about TotalWeight,contradiction
"Destination: London, AU",This example is about Destination,entailment
Package Volume: 0.005 m³,This example is about TotalWeight,contradiction
"Destination: New York, IN",This example is about Destination,entailment
Package Weight: 75.6 KG,This example is about HousebillNumber,contradiction
Package Volume: 0.579 m³,This example is about TotalVolume,entailment
Package Volume: 0.526 m³,This example is about TotalVolume,entailment
Scheduled DateAndTimes: 2023-10-27 13:38:57,This example is about ProductType,contradiction
"Origin: London, AE",This example is about Origin,entailment
Scheduled DateAndTimes: 2024-01-24 14:16:27,This example is about ProductType,contradiction
Service Type: Standard,This example is about TotalWeight,contradiction
"Destination: Toronto, US",This example is about TotalPackages,contradiction
"Destination: Mumbai, FR",This example is about TotalPackages,contradiction
Package Weight: 73.77 KG,This example is about ProductType,contradiction
Package Weight: 54.63 KG,This example is about TotalWeight,entailment
Shipment Status: In transit at 2024-06-12 00:29:13,This example is about Origin,contradiction
Service Type: Economy,This example is about ProductType,entailment
Package Volume: 0.209 m³,This example is about TotalVolume,entailment
Shipment Status: Delivered at 2023-09-18 06:27:41,This example is about Timestamp,entailment
Scheduled DateAndTimes: 2024-05-20 17:44:25,This example is about DateAndTimes,entailment
Number of Packages: 7,This example is about ProductType,contradiction
Shipment Status: Delivered at 2023-04-18 10:13:26,This example is about TotalWeight,contradiction
Shipment Status: Customs clearance at 2024-12-17 20:07:37,This example is about Timestamp,entailment
Number of Packages: 3,This example is about TotalPackages,entailment
Shipment Status: In transit at 2023-01-02 08:29:52,This example is about Timestamp,entailment
Scheduled DateAndTimes: 2023-01-30 17:14:42,This example is about DateAndTimes,entailment
"Origin: Berlin, GB",This example is about Origin,entailment
Shipment Status: Picked up at 2024-05-04 10:17:47,This example is about Timestamp,entailment
Package Volume: 0.395 m³,This example is about TotalVolume,entailment
"Destination: Berlin, US",This example is about Destination,entailment
Scheduled DateAndTimes: 2023-06-01 11:48:54,This example is about DateAndTimes,entailment
Shipment ID: 1Z196016465017,This example is about HousebillNumber,entailment
Scheduled DateAndTimes: 2023-10-20 23:16:56,This example is about DateAndTimes,entailment
Scheduled DateAndTimes: 2023-02-24 11:59:03,This example is about TotalVolume,contradiction
Package Weight: 46.48 KG,This example is about Timestamp,contradiction
Package Weight: 63.99 KG,This example is about DateAndTimes,contradiction
Number of Packages: 2,This example is about HousebillNumber,contradiction
Shipment Status: Arrived at facility at 2024-10-14 15:42:11,This example is about HousebillNumber,contradiction
Service Type: Ground,This example is about TotalVolume,contradiction
"Destination: Berlin, FR",This example is about ProductType,contradiction
Number of Packages: 7,This example is about Destination,contradiction
Number of Packages: 10,This example is about TotalPackages,entailment
Shipment ID: UPS968220903191,This example is about HousebillNumber,entailment
Service Type: Economy,This example is about ProductType,entailment
Shipment Status: Departed facility at 2024-12-18 08:39:30,This example is about DateAndTimes,contradiction
Shipment Status: Picked up at 2023-02-15 13:20:33,This example is about Timestamp,entailment
Package Weight: 61.29 KG,This example is about Origin,contradiction
"Origin: Beijing, IN",This example is about TotalPackages,contradiction
Number of Packages: 10,This example is about TotalWeight,contradiction
Number of Packages: 2,This example is about ProductType,contradiction
Shipment Status: Arrived at facility at 2024-11-12 05:49:56,This example is about ProductType,contradiction
"Destination: London, CA",This example is about Destination,entailment
Number of Packages: 3,This example is about TotalPackages,entailment
Shipment Status: Picked up at 2024-03-31 21:15:16,This example is about Timestamp,entailment
Package Volume: 0.594 m³,This example is about TotalVolume,entailment
Scheduled DateAndTimes: 2024-06-18 01:01:26,This example is about Timestamp,contradiction
Package Weight: 1.93 KG,This example is about TotalWeight,entailment
Number of Packages: 10,This example is about TotalPackages,entailment
Shipment ID: DHL377886115739,This example is about HousebillNumber,entailment
Package Weight: 88.71 KG,This example is about TotalWeight,entailment
Package Volume: 0.799 m³,This example is about TotalVolume,entailment
Scheduled DateAndTimes: 2023-10-23 07:47:23,This example is about TotalPackages,contradiction
Scheduled DateAndTimes: 2023-11-01 21:32:10,This example is about Destination,contradiction
Number of Packages: 6,This example is about TotalVolume,contradiction
"Destination: Paris, FR",This example is about Origin,contradiction
Service Type: Freight,This example is about ProductType,entailment
Number of Packages: 4,This example is about Origin,contradiction
Shipment ID: 1Z707343080326,This example is about HousebillNumber,entailment
"Origin: Paris, AE",This example is about Timestamp,contradiction
Scheduled DateAndTimes: 2023-06-16 23:45:05,This example is about ProductType,contradiction
"Origin: Mumbai, US",This example is about Origin,entailment
"Destination: Berlin, GB",This example is about TotalVolume,contradiction
Package Volume: 0.553 m³,This example is about TotalVolume,entailment
"Destination: Paris, FR",This example is about TotalPackages,contradiction
Package Weight: 60.98 KG,This example is about TotalWeight,entailment
Service Type: Standard,This example is about Timestamp,contradiction
Service Type: Standard,This example is about Origin,contradiction
Service Type: 2nd Day Air,This example is about TotalPackages,contradiction
Shipment Status: Picked up at 2023-01-30 06:23:05,This example is about TotalPackages,contradiction
Scheduled DateAndTimes: 2023-07-08 16:37:02,This example is about Timestamp,contradiction
"Destination: Toronto, DE",This example is about Destination,entailment
Scheduled DateAndTimes: 2024-02-24 17:18:47,This example is about DateAndTimes,entailment
Package Volume: 0.707 m³,This example is about TotalPackages,contradiction
Scheduled DateAndTimes: 2024-06-13 13:47:09,This example is about DateAndTimes,entailment
Number of Packages: 4,This example is about TotalPackages,entailment
Shipment Status: Arrived at facility at 2023-12-16 05:40:59,This example is about TotalVolume,contradiction
Scheduled DateAndTimes: 2023-11-09 02:35:50,This example is about TotalPackages,contradiction
Service Type: Economy,This example is about Origin,contradiction
Shipment Status: Exception at 2023-06-30 19:07:50,This example is about Timestamp,entailment
Package Volume: 0.004 m³,This example is about Origin,contradiction
Package Weight: 16.73 KG,This example is about TotalWeight,entailment
Package Volume: 0.384 m³,This example is about TotalVolume,entailment
Shipment Status: Arrived at facility at 2024-03-26 03:54:35,This example is about TotalWeight,contradiction
Service Type: Next Day Air,This example is about TotalVolume,contradiction
"Origin: Mumbai, AU",This example is about Origin,entailment
Service Type: Ground,This example is about Origin,contradiction
Package Volume: 0.9 m³,This example is about HousebillNumber,contradiction
